ID,Body,Question,Equation,Answer,Type
chal-909,Robin cut off 20 inches of his hair. If his hair is now 10 inches long,How long was his hair before he cut?,( 20.0 + 10.0 ),30,Addition
chal-910,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 36 inches. The frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog.",How far did the frog jump?,( 36.0 + 17.0 ),53,Addition
chal-911,Robin has 28 packages of gum and 13 packages of candy. There are 4 pieces in each package.,How many pieces of gum does Robin have?,( 28.0 * 4.0 ),112,Multiplication
chal-912,Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries,How many more cakes than pastries did baker sell?,( 158.0 - 147.0 ),11,Subtraction
chal-913,In a school there are 868 girls and the rest are boys. If there are 281 more girls than boys,How many pupils are there in that school?,( ( 868.0 + 868.0 ) - 281.0 ),1455,Subtraction
chal-914,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary.,How many push-ups did Zachary and David do altogether?,( ( 51.0 + 51.0 ) - 49.0 ),53,Subtraction
chal-915,Winter is almost here and most animals are migrating to warmer countries. There were 87 bird families living near the mountain. If 7 bird families flew away for winter,How many more bird families stayed behind than those that flew away for the winter?,( ( 87.0 - 7.0 ) - 7.0 ),73,Subtraction
chal-916,A school has 485 pupils. There are 232 girls and the rest are boys.,How many boys are there in that school?,( 485.0 - 232.0 ),253,Subtraction
chal-917,Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries,How many more pastries than cakes did baker make?,( 134.0 - 11.0 ),123,Subtraction
chal-918,Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left.,How many cards did Nell give to Jeff?,( 528.0 - 252.0 ),276,Subtraction
chal-919,The school is planning a field trip. The school has 66 classrooms. There are 102 students in the school and 8 seats on each school bus. If 22 students do n't want to go for the trip,How many buses are needed to take the trip?,( ( 102.0 - 22.0 ) / 8.0 ),10,Common-Division
chal-920,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 people,How many seats does the Ferris wheel have?,( 4.0 / 2.0 ),2,Common-Division
chal-921,Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left.,How many more apps than files does he have left on the phone?,( 12.0 - 5.0 ),7,Subtraction
chal-922,44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening.,How many more campers went rowing in the morning than in the afternoon?,( 44.0 - 39.0 ),5,Subtraction
chal-923,"Frank was reading through his favorite book. The book had 3 chapters, each with the same number of pages. It has a total of 594 pages. It took Frank 607 days to finish the book.",How many pages are in each chapter?,( 594.0 / 3.0 ),198,Common-Division
chal-924,Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide,How much more carpet does she need to cover the whole floor?,( ( 4.0 * 20.0 ) - 18.0 ),62,Subtraction
chal-925,There are many different books in the ' crazy silly school ' series. If you have read 13 of the books and are yet to read 8 books,How many books are there in the ' crazy silly school ' series?,( 13.0 + 8.0 ),21,Addition
chal-926,Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left.,How many more baseball cards than Ace cards does Nell have?,( 178.0 - 55.0 ),123,Subtraction
chal-927,Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers left,How many crackers did Matthew give to his friends?,( 24.0 - 17.0 ),7,Subtraction
chal-928,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 21 inches. The grasshopper jumped 25 inches farther than the frog and the mouse jumped 16 inches lesser than the frog.",How much farther did the grasshopper jump than the mouse?,( 25.0 + 16.0 ),41,Addition
chal-929,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs,How many chairs are left unoccupied?,( ( 10.0 * 6.0 ) - 11.0 ),49,Subtraction
chal-930,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 512 visitors came to the Buckingham palace that day. If there were 471 visitors the previous day and 808 visitors the day before that",How many visited the Buckingham palace within the past 89 days?,( ( 512.0 + 471.0 ) + 808.0 ),1791,Addition
chal-931,He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day.,How many more sacks of ripe oranges than unripe oranges are harvested per day?,( 44.0 - 25.0 ),19,Subtraction
chal-932,White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousers,How many white t - shirts will she have?,( 53.0 * 57.0 ),3021,Multiplication
chal-933,Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books now,How many books did he sell?,( ( 2.0 + 150.0 ) - 58.0 ),94,Subtraction
chal-934,6 storks and 2 birds were sitting on the fence. 3 more birds came to join them.,How many more storks than birds are sitting on the fence?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction
chal-935,Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves,How many books does he have in total?,( 27.0 * 23.0 ),621,Multiplication
chal-936,Paul got a box of 531 crayons and 38 erasers for his birthday. At the end of the school year he only had 391 left while not having lost a single erasers.,How many more crayons than erasers did he have left?,( 391.0 - 38.0 ),353,Subtraction
chal-937,Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each week,How many weeks did the harvest last?,( 1216.0 / 16.0 ),76,Common-Division
chal-938,Dave had 10 apps on his phone. He added 11 new apps. After deleting some he had 4 left.,How many apps did he delete?,( ( 10.0 + 11.0 ) - 4.0 ),17,Subtraction
chal-939,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars.,How much did they make per day?,( 165.0 / 5.0 ),33,Common-Division
chal-940,There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase.,How many more roses than orchids are there in the vase now?,( 12.0 - 2.0 ),10,Subtraction
chal-941,The Ferris wheel in paradise park has some seats. Each seat can hold 9 people. If 18 people can ride the wheel at the same time,How many seats does the Ferris wheel have?,( 18.0 / 9.0 ),2,Common-Division
chal-942,Dave had some apps on his phone. After deleting 18 of them he had 5 left.,How many apps did he have on his phone at the start?,( 18.0 + 5.0 ),23,Addition
chal-943,There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the movies,How many more books than movies are there in the ' crazy silly school ' series?,( 15.0 - 14.0 ),1,Subtraction
chal-944,Randy has 86 blocks. He uses 79 blocks to build a tower and 82 blocks to build a house.,How many more blocks did he use to build the house than he did to build the tower?,( 82.0 - 79.0 ),3,Subtraction
chal-945,With 28 dollars 2 packs of dvds can be bought.,How much does each pack cost?,( 28.0 / 2.0 ),14,Common-Division
chal-946,Last week Fred had 78 dollars and Jason had 31 dollars. Jason delivered newspapers and now has 57 dollars. Fred washed cars over the weekend and now has 90 dollars.,How much money did Jason earn by delivering newspapers?,( 57.0 - 31.0 ),26,Subtraction
chal-947,Josh had 15 marbles in his collection. He found 9 marbles while he lost 23 marbles.,How many more marbles did he lose than those he found?,( 23.0 - 9.0 ),14,Subtraction
chal-948,Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day,How many emails did Jack receive in the afternoon?,( 5.0 - 4.0 ),1,Subtraction
chal-949,Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game,How many points did he score in the game?,( 157.0 * 146.0 ),22922,Multiplication
chal-950,There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase.,How many roses were there in the vase at the beginning?,( 23.0 - 16.0 ),7,Subtraction
chal-951,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog.",How far did the frog jump?,( 19.0 + 39.0 ),58,Addition
chal-952,Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples.,How many apples does Adam have?,( 5.0 + 11.0 ),16,Addition
chal-953,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days",How many visitors visited the Buckingham palace on the previous day?,( 406.0 - 132.0 ),274,Subtraction
chal-954,29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon.,How many more campers went rowing in the morning than in the afternoon?,( 29.0 - 26.0 ),3,Subtraction
chal-955,Dave had 17 apps on his phone. After adding some he had 18 left.,How many apps did he add?,( 18.0 - 17.0 ),1,Subtraction
chal-956,There were 174 parents in the program and 521 pupils too.,How many more pupils were present compared to parents in the program?,( 521.0 - 174.0 ),347,Subtraction
chal-957,Paco ate 19 cookies and had 35 cookies left.,How many cookies did he have in the beginning?,( 19.0 + 35.0 ),54,Addition
chal-958,If each bag has 3 cookies and you had 21 cookies in total,How many bags of cookies do you have?,( 21.0 / 3.0 ),7,Common-Division
chal-959,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog.",How far did the mouse jump?,( ( 39.0 - 19.0 ) - 12.0 ),8,Subtraction
chal-960,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days.",How many drums of grapes would be filled per day?,( 90.0 / 6.0 ),15,Common-Division
chal-961,Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games.,How many new games do they have together?,( 84.0 + 8.0 ),92,Addition
chal-962,"Being his favorite, he saved checking on the grapevines after 57 stops. He was told by 252 of the pickers that they fill 108 drums of grapes per day.",How many drums of grapes would be filled in 58 days?,( 108.0 * 58.0 ),6264,Multiplication
chal-963,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days",How many visitors visited the Buckingham palace on that day?,( 829.0 - 45.0 ),784,Subtraction
chal-964,Adam has 9 apples. Jackie has 10 apples.,How many more apples does Jackie have than Adam?,( 10.0 - 9.0 ),1,Subtraction
chal-965,There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets,How many green peaches are in each basket?,( ( 12.0 / 2.0 ) - 4.0 ),2,Subtraction
chal-966,"A chef had 40 apples and 54 peaches. After making some pies, he had 39 apples left.",How many apples did he use?,( 40.0 - 39.0 ),1,Subtraction
chal-967,A mailman has to give 38 pieces of junk mail to each of the 78 blocks. If there are 19 houses on a block,How many pieces of junk mail should he give each house?,( 38.0 / 19.0 ),2,Common-Divison
chal-968,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour.,How many more cups of flour than cups of sugar does she need to add now?,( ( 10.0 - 7.0 ) - 2.0 ),1,Subtraction
