,Unnamed: 0.2,Unnamed: 0.1,ID,Body,Question,Equation,Answer,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers
959,959,959,chal-960,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days.",How many drums of grapes would be filled per day?,( 90.0 / 6.0 ),15,Common-Division,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by <1> of the pickers that they fill <2> drums of grapes in <3> days. how many drums of grapes would be filled per day?",( <2> / <3> ),"['<1>', '<2>', '<3>']","['94', '90', '6']"
960,960,960,chal-961,Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games.,How many new games do they have together?,( 84.0 + 8.0 ),92,Addition,Katie had <1> new games and <2> old games. Her friends had <3> new games and <4> old games. how many new games do they have together?,( <1> + <3> ),"['<1>', '<2>', '<3>', '<4>']","['84', '19', '8', '69']"
961,961,961,chal-962,"Being his favorite, he saved checking on the grapevines after 57 stops. He was told by 252 of the pickers that they fill 108 drums of grapes per day.",How many drums of grapes would be filled in 58 days?,( 108.0 * 58.0 ),6264,Multiplication,"Being his favorite, he saved checking on the grapevines after <1> stops. He was told by <2> of the pickers that they fill <3> drums of grapes per day. how many drums of grapes would be filled in <4> days?",( <3> * <4> ),"['<1>', '<2>', '<3>', '<4>']","['57', '252', '108', '58']"
962,962,962,chal-963,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days",How many visitors visited the Buckingham palace on that day?,( 829.0 - 45.0 ),784,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace on the previous day. If <2> people visited the Buckingham palace within the past <3> days how many visitors visited the buckingham palace on that day?",( <2> - <1> ),"['<1>', '<2>', '<3>']","['45', '829', '85']"
963,963,963,chal-964,Adam has 9 apples. Jackie has 10 apples.,How many more apples does Jackie have than Adam?,( 10.0 - 9.0 ),1,Subtraction,Adam has <1> apples. Jackie has <2> apples. how many more apples does jackie have than adam?,( <2> - <1> ),"['<1>', '<2>']","['9', '10']"
964,964,964,chal-965,There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets,How many green peaches are in each basket?,( ( 12.0 / 2.0 ) - 4.0 ),2,Subtraction,There are <1> baskets of peaches. Each basket has <2> red peaches and some more green peaches. If there are a total of <3> peaches in all baskets how many green peaches are in each basket?,( ( 1<1> / 2.0 ) - <2> ),"['<1>', '<2>', '<3>']","['2', '4', '12']"
965,965,965,chal-966,"A chef had 40 apples and 54 peaches. After making some pies, he had 39 apples left.",How many apples did he use?,( 40.0 - 39.0 ),1,Subtraction,"A chef had <1> apples and <2> peaches. After making some pies, he had <3> apples left. how many apples did he use?",( <1> - <3> ),"['<1>', '<2>', '<3>']","['40', '54', '39']"
966,966,966,chal-967,A mailman has to give 38 pieces of junk mail to each of the 78 blocks. If there are 19 houses on a block,How many pieces of junk mail should he give each house?,( 38.0 / 19.0 ),2,Common-Divison,A mailman has to give <1> pieces of junk mail to each of the <2> blocks. If there are <3> houses on a block how many pieces of junk mail should he give each house?,( <1> / <3> ),"['<1>', '<2>', '<3>']","['38', '78', '19']"
967,967,967,chal-968,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour.,How many more cups of flour than cups of sugar does she need to add now?,( ( 10.0 - 7.0 ) - 2.0 ),1,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of flour <2> cups of sugar and <3> cups of salt. She already put in <4> cups of flour. how many more cups of flour than cups of sugar does she need to add now?,( ( <1> - <4> ) - <2> ),"['<1>', '<2>', '<3>', '<4>']","['10', '2', '80', '7']"
968,968,968,chal-969,Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday.,How many kids did she play with altogether?,( ( 13.0 + 10.0 ) + 15.0 ),38,Addition,Julia played tag with <1> kids on monday and <2> kids on tuesday. She played cards with <3> kids on wednesday. how many kids did she play with altogether?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['13', '10', '15']"
969,969,969,chal-970,Jesse needs a carpet of size 10 square feet to cover her room. If her room is 5 feet long,What is the width of her room?,( 10.0 / 5.0 ),2,Common-Division,Jesse needs a carpet of size <1> square feet to cover her room. If her room is <2> feet long what is the width of her room?,( <1> / <2> ),"['<1>', '<2>']","['10', '5']"
970,970,970,chal-971,There are 4502 skittles in Steven's skittles collection. Steven also has 4276 erasers. If the skittles and erasers are organized into 154 groups,How big is each group?,( ( 4502.0 + 4276.0 ) / 154.0 ),57,Common-Division,There are <1> skittles in Steven's skittles collection. Steven also has <2> erasers. If the skittles and erasers are organized into <3> groups how big is each group?,( ( <1> + <2> ) / <3> ),"['<1>', '<2>', '<3>']","['4502', '4276', '154']"
971,971,971,chal-972,A mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks. If there are 17 houses in each block,How many pieces of junk mail should he give in total?,( ( 4.0 * 17.0 ) * 16.0 ),1088,Multiplication,A mailman has to give <1> pieces of junk mail to each house in each of the <2> blocks. If there are <3> houses in each block how many pieces of junk mail should he give in total?,( ( <1> * <3> ) * <2> ),"['<1>', '<2>', '<3>']","['4', '16', '17']"
972,972,972,chal-973,A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long.,How many more pages does the first chapter have than the third chapter?,( 53.0 - 21.0 ),32,Subtraction,A book has <1> chapters. The first chapter is <2> pages long the second chapter is <3> pages long and the third chapter is <4> pages long. how many more pages does the first chapter have than the third chapter?,( 5<1> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['3', '53', '75', '21']"
973,973,973,chal-974,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left.,How many more apps did he add than he deleted?,( 24.0 - 21.0 ),3,Subtraction,Dave had <1> apps on his phone. He added <2> new apps. After deleting some he had <3> left. how many more apps did he add than he deleted?,( <3> - <1> ),"['<1>', '<2>', '<3>']","['21', '89', '24']"
974,974,974,chal-975,Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy,How many pieces of candy does he still have left?,( 36.0 - ( 17.0 + 15.0 ) ),4,Subtraction,Bobby ate <1> pieces of candy. Then he ate <2> more. If he initially had <3> pieces of candy how many pieces of candy does he still have left?,( <3> - ( <1> + <2> ) ),"['<1>', '<2>', '<3>']","['17', '15', '36']"
975,975,975,chal-976,Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. 20 bird families flew away for winter while 14 bird families stayed behind.,How many bird families were living near the mountain at the start?,( 20.0 + 14.0 ),34,Addition,Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. <1> bird families flew away for winter while <2> bird families stayed behind. how many bird families were living near the mountain at the start?,( <1> + <2> ),"['<1>', '<2>']","['20', '14']"
976,976,976,chal-977,Frank was reading through some books. Each book had 66 pages and it took Frank 12 days to finish each book. If he takes 492 days to finish all books,How many books did he read?,( 492.0 / 12.0 ),41,Common-Division,Frank was reading through some books. Each book had <1> pages and it took Frank <2> days to finish each book. If he takes <3> days to finish all books how many books did he read?,( <3> / <2> ),"['<1>', '<2>', '<3>']","['66', '12', '492']"
977,977,977,chal-978,David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches,How many more push-ups than crunches did Zachary do?,( 58.0 - 33.0 ),25,Subtraction,David did <1> more push-ups but <2> less crunches than Zachary in gym class today. If Zachary did <3> push-ups and <4> crunches how many more push-ups than crunches did zachary do?,( <3> - <2> ),"['<1>', '<2>', '<3>', '<4>']","['36', '33', '58', '33']"
978,978,978,chal-979,Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs.,How many more eggs does Rebecca have than marbles?,( 12.0 - 5.0 ),7,Subtraction,Rebecca wants to split a collection of eggs into groups of <1>. Rebecca has <2> marbles and <3> eggs. how many more eggs does rebecca have than marbles?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['20', '5', '12']"
979,979,979,chal-980,Baker made 81 cakes. Then he made 92 more cakes. He sold 46 of them.,How many more cakes did baker make than those he sold?,( ( 81.0 + 92.0 ) - 46.0 ),127,Subtraction,Baker made <1> cakes. Then he made <2> more cakes. He sold <3> of them. how many more cakes did baker make than those he sold?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['81', '92', '46']"
980,980,980,chal-981,10 red peaches and some more green peaches are in the basket. If there are a total of 15 peaches in the basket,How many green peaches are in the basket?,( 15.0 - 10.0 ),5,Subtraction,<1> red peaches and some more green peaches are in the basket. If there are a total of <2> peaches in the basket how many green peaches are in the basket?,( <2> - <1> ),"['<1>', '<2>']","['10', '15']"
981,981,981,chal-982,62 campers went rowing in the morning. 39 campers went rowing in the afternoon.,How many more campers went rowing in the morning than in the afternoon?,( 62.0 - 39.0 ),23,Subtraction,<1> campers went rowing in the morning. <2> campers went rowing in the afternoon. how many more campers went rowing in the morning than in the afternoon?,( <1> - <2> ),"['<1>', '<2>']","['62', '39']"
982,982,982,chal-983,In a school there are 315 girls and 309 boys. There are also 772 teachers,How many people are there in that school?,( ( 315.0 + 309.0 ) + 772.0 ),1396,Addition,In a school there are <1> girls and <2> boys. There are also <3> teachers how many people are there in that school?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['315', '309', '772']"
983,983,983,chal-984,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy,How many boys did she give the marbles to?,( 10.0 / 5.0 ),2,Common-Division,In Haley's class some boys love to play marbles. If Haley has <1> marbles and she gave <2> marbles to each boy how many boys did she give the marbles to?,( <1> / <2> ),"['<1>', '<2>']","['10', '5']"
984,984,984,chal-985,Lewis earns $ 28 every week during the 1091 weeks of harvest. He also earns $ 939 per week for working overtime. If he works overtime every week,How much money does he earn during harvest season?,( ( 28.0 + 939.0 ) * 1091.0 ),1054997,Multiplication,Lewis earns $ <1> every week during the <2> weeks of harvest. He also earns $ <3> per week for working overtime. If he works overtime every week how much money does he earn during harvest season?,( ( <1> + <3> ) * <2> ),"['<1>', '<2>', '<3>']","['28', '1091', '939']"
985,985,985,chal-986,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework.",How many more pages of math homework than biology homework did she have?,( 11.0 - 3.0 ),8,Subtraction,"Rachel had to complete <1> pages of math homework, <2> pages of reading homework and <3> more pages of biology homework. how many more pages of math homework than biology homework did she have?",( <1> - <3> ),"['<1>', '<2>', '<3>']","['11', '2', '3']"
986,986,986,chal-987,Adam has 3 more apples than jackie. Adam has 9 apples.,How many apples does Jackie have?,( 9.0 - 3.0 ),6,Subtraction,Adam has <1> more apples than jackie. Adam has <2> apples. how many apples does jackie have?,( <2> - <1> ),"['<1>', '<2>']","['3', '9']"
987,987,987,chal-988,Rachel picked 3 ripe apples from her tree. Now the tree has 2 ripe apples and 27 unripe apples.,How many ripe apples did the tree have to begin with?,( 3.0 + 2.0 ),5,Addition,Rachel picked <1> ripe apples from her tree. Now the tree has <2> ripe apples and <3> unripe apples. how many ripe apples did the tree have to begin with?,( <1> + <2> ),"['<1>', '<2>', '<3>']","['3', '2', '27']"
